category_id,year0_institutions,year1_institutions,year2_institutions,year3_institutions,year4_institutions,recent_institutions,core_institutions_1y,core_institutions_3y,core_institutions_5y,citation_cohort_percentile
C0606,239,109,128,87,98,239,239,391,482,0.4056808383914064
C0607,41,50,24,34,35,41,41,111,163,0.32598686022451223
C0608,53,50,49,61,44,53,53,131,206,0.4190813506118698
C0609,52,29,49,64,41,52,52,118,197,0.42770521735974154
C0610,0,0,0,0,0,0,0,0,0,0.0
C0611,11,14,10,1,4,11,11,35,38,0.12566995929847818
C0612,61,32,16,10,19,61,61,104,128,0.2916929654355115
C0613,20,14,13,17,17,20,20,41,68,0.412321823294682
C0614,35,38,40,63,35,35,35,96,165,0.31293886951284916
C0615,98,87,97,98,97,98,98,223,331,0.454341618374443
C0616,480,384,339,298,267,480,480,802,954,0.6580284887738974
C0617,7,6,8,0,1,7,7,21,22,0.3509705852983251
C0618,14,4,9,7,15,14,14,27,48,0.4506080486696611
C0619,212,86,82,64,35,212,212,356,430,0.5299032295680649
C0620,0,1,7,0,0,0,0,8,8,0.39411801600785035
C0621,7,9,4,10,9,7,7,20,37,0.20176484233173564
C0622,249,255,192,239,237,249,249,491,684,0.3998891667976748
C0623,188,90,66,63,45,188,188,307,374,0.5818097375388851
C0624,263,140,116,63,33,263,263,432,482,0.6558235193238953
C0625,98,80,63,75,47,98,98,230,328,0.46891277382943153
C0626,95,72,57,39,65,95,95,206,285,0.47104569242788014
C0627,17,39,26,17,13,17,17,74,95,0.47451856385691
C0628,4,0,0,3,0,4,4,4,7,0.34063551989749835
C0629,31,36,59,21,38,31,31,113,157,0.46531095716317505
