family,trial,spearman,top20_overlap,max_rank_shift,weight_volume,weight_citation,weight_institutions,weight_persistence,weight_current,weight_multiyear_growth,weight_recent_growth,weight_trend,weight_quarter_consistency,weight_institution_expansion,weight_patents,weight_policies,weight_relative_share,weight_papers
core,113,0.9998891675247918,1.0,10.0,0.44726823291709616,0.19798381730611314,0.13626038595306458,0.12407523079937197,0.09441233302435424,,,,,,,,,
core,114,0.9998708314461667,1.0,9.0,0.44011338746407086,0.19251396902349197,0.14837228876991732,0.13035905137873824,0.08864130336378169,,,,,,,,,
core,115,0.9999255516808071,1.0,10.0,0.41348353172895336,0.20459260045704156,0.1269592300634164,0.14386293630544061,0.1111017014451482,,,,,,,,,
core,116,0.9999514237917466,1.0,6.0,0.3800874824014411,0.19598006209153143,0.16217258647164973,0.150691511487986,0.1110683575473917,,,,,,,,,
core,117,0.9979362791508065,0.95,26.0,0.34063206087889336,0.23987490344147475,0.1639140241693879,0.15383466268124785,0.1017443488289962,,,,,,,,,
core,118,0.999363085268951,1.0,14.0,0.42947540984857785,0.1722841028886605,0.16130559328653504,0.15190468558601952,0.08503020839020728,,,,,,,,,
core,119,0.9990536759422041,0.95,24.0,0.33242217124412377,0.22294702470251573,0.177194533243184,0.1573374746339099,0.1100987961762667,,,,,,,,,
core,120,0.9988119949058755,1.0,25.0,0.4338913873786659,0.1629618759151691,0.16940239298957283,0.12580149716142286,0.1079428465551693,,,,,,,,,
core,121,0.9999113916200889,1.0,7.0,0.3861801096554587,0.19080538124324062,0.15775201967182964,0.15897946177472816,0.10628302765474301,,,,,,,,,
core,122,0.9998243672469282,1.0,12.0,0.3639098529301145,0.20317139130168443,0.12813564634731903,0.18772977918888595,0.11705333023199603,,,,,,,,,
core,123,0.9994193415101779,0.95,17.0,0.33962924861430305,0.21943636560250396,0.15988823383168962,0.17046039459033113,0.1105857573611723,,,,,,,,,
core,124,0.9996461424827005,1.0,13.0,0.37928581599730055,0.17810914270247738,0.1750789580324189,0.17582714116631704,0.0916989421014862,,,,,,,,,
core,125,0.9997616789781211,0.95,11.0,0.4363986792590511,0.21587016521217378,0.1215633206671304,0.12469204825999151,0.10147578660165307,,,,,,,,,
core,126,0.9995268139710197,1.0,14.0,0.42195978521238026,0.1791663500996294,0.15379072167037303,0.13597664669854306,0.10910649631907415,,,,,,,,,
core,127,0.9999435517579917,1.0,6.0,0.3850365279422038,0.20144826964137863,0.13617138290903413,0.17178142142971545,0.1055623980776681,,,,,,,,,
core,128,0.9992130366255426,1.0,16.0,0.4435571781057824,0.17355376307465237,0.13816598554635182,0.14672974418377283,0.09799332908944065,,,,,,,,,
core,129,0.9997498229272823,1.0,13.0,0.39818296600858294,0.21420972661224666,0.12987472420653187,0.13684692597969145,0.12088565719294707,,,,,,,,,
core,130,0.9999418237505816,1.0,6.0,0.3994474770253821,0.2052106503531453,0.14329997220050875,0.14305896847315305,0.10898293194781099,,,,,,,,,
core,131,0.9998039191592469,1.0,13.0,0.43195260158105253,0.1968639724943072,0.17255339304773112,0.11904838970522075,0.07958164317168845,,,,,,,,,
core,132,0.9998452473364621,1.0,9.0,0.4153190724435471,0.2095185467534281,0.14238464492207975,0.1480088733407398,0.08476886254020517,,,,,,,,,
core,133,0.9986631462676127,1.0,29.0,0.4602149102761633,0.1677137552190293,0.13612673950107967,0.12390351356656445,0.11204108143716336,,,,,,,,,
