category_id,recent_records,institution_metadata_fraction,title_only_fraction,jan1_fraction,needs_review_fraction,supported_fraction
C0657,69,0.782608695652174,0.37681159420289856,0.2463768115942029,0.0,1.0
C0212,928,0.7068965517241379,0.04202586206896552,0.06573275862068965,0.11745689655172414,0.0
C0675,546,0.8827838827838828,0.3956043956043956,0.2271062271062271,0.0,1.0
C0651,233,0.9184549356223176,0.4892703862660944,0.13304721030042918,0.0,1.0
C0737,61,0.8032786885245902,0.08196721311475409,0.18032786885245902,0.0,1.0
C0292,484,0.5785123966942148,0.1115702479338843,0.10537190082644628,1.0,0.0
C0372,452,0.45353982300884954,0.6106194690265486,0.3163716814159292,1.0,0.0
C0173,43,0.6511627906976745,0.0,0.09302325581395349,1.0,0.0
C0489,53,0.7547169811320755,0.3584905660377358,0.3018867924528302,0.0,1.0
C0506,265,0.7886792452830189,0.30943396226415093,0.2,0.0,1.0
C0190,30,0.6,0.03333333333333333,0.1,1.0,0.0
C0052,55,0.509090909090909,0.0,0.2,1.0,0.0
C0425,314,0.6464968152866242,0.25796178343949044,0.14968152866242038,1.0,0.0
C0499,43,0.8372093023255814,0.4418604651162791,0.16279069767441862,0.0,1.0
C0516,182,0.9505494505494505,0.6868131868131868,0.08241758241758242,0.0,1.0
C0308,237,0.5738396624472574,0.2109704641350211,0.21940928270042195,1.0,0.0
C0637,20,0.85,0.15,0.3,0.0,1.0
C0719,62,0.8387096774193549,0.16129032258064516,0.11290322580645161,0.0,1.0
C0030,78,0.8461538461538461,0.11538461538461539,0.11538461538461539,1.0,0.0
C0001,38,0.7631578947368421,0.3157894736842105,0.07894736842105263,1.0,0.0
C0388,78,0.7051282051282052,0.05128205128205128,0.15384615384615385,0.19230769230769232,0.0
C0644,99,0.8787878787878788,0.40404040404040403,0.15151515151515152,0.0,1.0
C0246,409,0.7726161369193154,0.2591687041564792,0.2371638141809291,0.044009779951100246,0.843520782396088
C0638,18,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,1.0
C0621,21,0.5714285714285714,0.5238095238095238,0.42857142857142855,0.0,1.0
C0690,12,0.6666666666666666,0.0,0.4166666666666667,0.0,1.0
C0567,2,1.0,1.0,0.0,0.0,1.0
C0548,89,0.6629213483146067,0.19101123595505617,0.20224719101123595,0.0,1.0
C0438,54,0.4444444444444444,0.037037037037037035,0.2037037037037037,1.0,0.0
C0668,6,0.6666666666666666,0.0,0.0,0.0,1.0
C0273,52,0.5576923076923077,0.038461538461538464,0.15384615384615385,1.0,0.0
C0716,43,0.8372093023255814,0.3488372093023256,0.11627906976744186,0.0,1.0
C0497,25,0.96,0.24,0.08,0.0,1.0
C0588,8,0.875,0.125,0.125,0.0,1.0
C0422,34,0.38235294117647056,0.029411764705882353,0.35294117647058826,1.0,0.0
C0404,47,0.6170212765957447,0.1702127659574468,0.10638297872340426,0.02127659574468085,0.0
C0036,18,0.6666666666666666,0.1111111111111111,0.05555555555555555,1.0,0.0
C0561,51,0.8627450980392157,0.4117647058823529,0.13725490196078433,0.0,1.0
C0008,35,0.6857142857142857,0.34285714285714286,0.17142857142857143,1.0,0.0
C0613,22,0.8181818181818182,0.3181818181818182,0.13636363636363635,0.0,1.0
C0502,39,0.6923076923076923,0.3333333333333333,0.1282051282051282,0.0,1.0
C0148,9,0.7777777777777778,0.4444444444444444,0.4444444444444444,1.0,0.0
C0248,58,0.3103448275862069,0.20689655172413793,0.3103448275862069,0.034482758620689655,0.0
C0654,14,0.5714285714285714,0.07142857142857142,0.14285714285714285,0.0,1.0
C0547,24,0.875,0.4583333333333333,0.08333333333333333,0.0,1.0
C0413,5,0.8,0.0,0.0,0.4,0.0
C0477,22,0.7727272727272727,0.045454545454545456,0.18181818181818182,0.0,0.0
C0562,5,0.6,0.2,0.0,0.0,1.0
C0643,7,0.8571428571428571,0.14285714285714285,0.0,0.0,1.0
C0207,17,0.6470588235294118,0.29411764705882354,0.29411764705882354,1.0,0.0
C0331,5,0.4,0.4,0.0,1.0,0.0
C0373,10,0.7,0.1,0.2,1.0,0.0
C0722,5,1.0,0.0,0.2,0.0,1.0
C0359,13,0.38461538461538464,0.3076923076923077,0.15384615384615385,1.0,0.0
C0041,8,0.625,0.5,0.25,1.0,0.0
C0703,1,1.0,0.0,0.0,0.0,1.0
C0701,3,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0
